Customer_ID,Gender,Age,Income_Bracket,Employment_Type,Marital_Status,City,Education_Level,Preferred_Travel_Mode,Preferred_Travel_Season,Travel_Purpose,Booking_Method,Has_Traveled_Abroad,Frequent_Traveler,Has_Children,Credit_Card_Holder,Internet_Usage,Social_Media_Usage,Travel_Insurance_Awareness,Purchased_Travel_Plan
4332,Male,56,10-15 LPA,Student,Married,Mumbai,High School,Own Vehicle,Winter,Leisure,Online,No,No,Yes,No,Medium,Low,Aware,1
4333,Male,47,10-15 LPA,Self-Employed,Single,Hyderabad,Graduate,Own Vehicle,Monsoon,Business,Online,No,Yes,Yes,Yes,Medium,Medium,Aware,1
4334,Male,40,6-10 LPA,Student,Married,Chennai,Post-Graduate,Train,Winter,Business,Online,No,No,No,Yes,Medium,Low,Not Aware,0
4335,Female,35,10-15 LPA,Salaried,Married,Delhi,High School,Own Vehicle,Winter,Business,Online,No,No,Yes,No,High,Medium,Aware,1
4336,Male,47,3-6 LPA,Salaried,Married,Hyderabad,High School,Train,Winter,Leisure,Offline Agent,Yes,No,Yes,Yes,Medium,High,Not Aware,0
4337,Female,48,6-10 LPA,Self-Employed,Single,Kolkata,Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,No,Yes,No,Low,Medium,Aware,0
4338,Female,45,<3 LPA,Unemployed,Married,Kolkata,Post-Graduate,Own Vehicle,Monsoon,Business,Online,No,No,No,No,High,Low,Not Aware,0
4339,Female,53,<3 LPA,Salaried,Married,Bangalore,Post-Graduate,Own Vehicle,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
4340,Male,34,10-15 LPA,Unemployed,Married,Pune,Post-Graduate,Flight,Monsoon,Leisure,Direct Booking,No,No,No,No,Medium,High,Not Aware,0
4341,Female,28,<3 LPA,Unemployed,Single,Hyderabad,Graduate,Train,Winter,Leisure,Online,No,Yes,Yes,No,Medium,High,Aware,1
4342,Female,34,<3 LPA,Unemployed,Single,Hyderabad,High School,Flight,Monsoon,Leisure,Offline Agent,No,No,No,No,Medium,Medium,Not Aware,0
4343,Female,21,10-15 LPA,Unemployed,Single,Kolkata,Post-Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,No,No,No,Yes,High,High,Aware,1
4344,Male,36,<3 LPA,Student,Married,Kolkata,High School,Own Vehicle,Summer,Business,Online,No,No,Yes,No,Medium,Low,Aware,0
4345,Male,38,3-6 LPA,Student,Married,Ahmedabad,Graduate,Train,Summer,Leisure,Online,No,No,Yes,No,Medium,High,Not Aware,0
4346,Female,27,6-10 LPA,Self-Employed,Divorced,Hyderabad,Graduate,Bus,Winter,Family Visit,Online,No,Yes,Yes,Yes,Medium,Low,Not Aware,1
4347,Male,35,6-10 LPA,Salaried,Married,Chennai,Graduate,Train,Winter,Leisure,Offline Agent,No,No,No,No,High,Medium,Not Aware,0
4348,Female,44,10-15 LPA,Salaried,Single,Chennai,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
4349,Female,33,6-10 LPA,Salaried,Married,Delhi,Post-Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,No,No,No,No,Medium,Medium,Aware,0
4350,Male,29,6-10 LPA,Salaried,Married,Delhi,High School,Flight,Monsoon,Leisure,Offline Agent,Yes,No,Yes,No,Medium,Low,Not Aware,0
4351,Female,35,6-10 LPA,Salaried,Single,Chennai,Post-Graduate,Train,Winter,Family Visit,Online,No,No,No,No,Medium,High,Not Aware,0
4352,Male,55,3-6 LPA,Unemployed,Married,Ahmedabad,Post-Graduate,Bus,Winter,Family Visit,Online,No,No,No,No,Medium,Medium,Not Aware,0
4353,Male,44,6-10 LPA,Self-Employed,Single,Pune,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,High,High,Aware,0
4354,Female,53,10-15 LPA,Salaried,Single,Ahmedabad,High School,Bus,Monsoon,Leisure,Direct Booking,No,No,No,No,High,High,Not Aware,0
4355,Male,36,3-6 LPA,Student,Married,Chennai,Graduate,Train,Monsoon,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,0
4356,Male,28,3-6 LPA,Salaried,Married,Ahmedabad,Post-Graduate,Train,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
4357,Female,49,<3 LPA,Salaried,Married,Mumbai,Graduate,Bus,Monsoon,Family Visit,Online,No,No,No,No,High,High,Aware,0
4358,Female,43,6-10 LPA,Student,Single,Hyderabad,Post-Graduate,Flight,Monsoon,Business,Online,No,No,Yes,Yes,Low,Low,Not Aware,1
4359,Male,51,<3 LPA,Salaried,Married,Hyderabad,Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,Low,Aware,0
4360,Male,60,6-10 LPA,Self-Employed,Married,Bangalore,Doctorate,Flight,Monsoon,Leisure,Online,No,No,No,No,Low,Low,Not Aware,0
4361,Female,34,10-15 LPA,Salaried,Married,Chennai,Post-Graduate,Train,Monsoon,Business,Online,No,No,Yes,No,Medium,High,Aware,1
4362,Male,50,6-10 LPA,Self-Employed,Married,Chennai,Graduate,Train,Monsoon,Family Visit,Online,No,Yes,No,No,Low,Medium,Aware,1
4363,Male,59,3-6 LPA,Student,Married,Ahmedabad,Graduate,Train,Winter,Leisure,Offline Agent,No,No,No,No,Medium,Medium,Aware,0
4364,Male,47,10-15 LPA,Salaried,Single,Ahmedabad,High School,Own Vehicle,Winter,Leisure,Online,No,Yes,Yes,No,High,Low,Aware,1
4365,Male,36,3-6 LPA,Unemployed,Married,Delhi,High School,Flight,Summer,Family Visit,Offline Agent,No,No,Yes,No,High,Low,Aware,0
4366,Male,26,6-10 LPA,Salaried,Married,Kolkata,Post-Graduate,Own Vehicle,Winter,Business,Offline Agent,No,Yes,Yes,No,Medium,High,Aware,1
4367,Male,53,6-10 LPA,Self-Employed,Single,Delhi,Post-Graduate,Train,Summer,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,0
4368,Male,38,<3 LPA,Unemployed,Married,Kolkata,Doctorate,Bus,Monsoon,Leisure,Online,No,Yes,No,Yes,High,High,Aware,1
4369,Female,36,>15 LPA,Unemployed,Married,Hyderabad,Graduate,Bus,Monsoon,Family Visit,Online,No,No,No,Yes,Medium,Medium,Aware,1
4370,Female,32,3-6 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,Yes,No,Yes,No,Medium,Medium,Aware,0
4371,Female,40,>15 LPA,Salaried,Single,Kolkata,Graduate,Bus,Winter,Leisure,Direct Booking,No,No,No,Yes,Medium,Medium,Aware,1
4372,Female,60,<3 LPA,Student,Single,Chennai,Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
4373,Female,49,3-6 LPA,Salaried,Single,Hyderabad,Graduate,Own Vehicle,Winter,Family Visit,Online,No,Yes,No,No,Medium,Medium,Not Aware,1
4374,Male,50,<3 LPA,Salaried,Married,Chennai,Post-Graduate,Bus,Winter,Leisure,Online,No,Yes,Yes,No,High,Medium,Aware,1
4375,Male,46,<3 LPA,Student,Single,Ahmedabad,Post-Graduate,Own Vehicle,Winter,Pilgrimage,Online,No,No,Yes,No,Medium,High,Not Aware,0
4376,Male,42,6-10 LPA,Self-Employed,Single,Pune,Post-Graduate,Flight,Monsoon,Business,Online,No,No,Yes,Yes,High,Medium,Aware,1
4377,Male,53,6-10 LPA,Salaried,Divorced,Bangalore,Graduate,Own Vehicle,Winter,Business,Online,No,No,Yes,No,High,Medium,Not Aware,0
4378,Female,59,10-15 LPA,Salaried,Single,Bangalore,Graduate,Flight,Summer,Family Visit,Online,No,Yes,No,No,High,Medium,Aware,1
4379,Male,49,3-6 LPA,Unemployed,Married,Mumbai,Post-Graduate,Flight,Summer,Leisure,Online,Yes,Yes,No,No,Low,Medium,Aware,1
4380,Male,42,3-6 LPA,Self-Employed,Divorced,Delhi,Graduate,Flight,Monsoon,Family Visit,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
4381,Female,33,6-10 LPA,Student,Married,Pune,Post-Graduate,Bus,Summer,Pilgrimage,Online,No,Yes,No,Yes,Medium,Medium,Aware,1
4382,Male,29,3-6 LPA,Salaried,Married,Mumbai,High School,Flight,Winter,Leisure,Offline Agent,No,No,Yes,No,Low,High,Not Aware,0
4383,Male,44,6-10 LPA,Salaried,Divorced,Bangalore,Post-Graduate,Bus,Summer,Family Visit,Online,No,Yes,No,Yes,Medium,Medium,Aware,1
4384,Female,35,6-10 LPA,Salaried,Married,Hyderabad,Post-Graduate,Train,Monsoon,Family Visit,Online,No,No,Yes,No,High,High,Aware,0
4385,Male,56,<3 LPA,Self-Employed,Married,Pune,Graduate,Bus,Summer,Business,Online,No,No,No,No,Medium,Low,Aware,0
4386,Male,33,10-15 LPA,Salaried,Single,Delhi,Post-Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,No,No,Yes,Medium,Medium,Aware,1
4387,Male,47,6-10 LPA,Self-Employed,Married,Delhi,Graduate,Bus,Summer,Leisure,Offline Agent,No,No,Yes,No,Medium,Medium,Not Aware,0
4388,Male,57,6-10 LPA,Student,Married,Mumbai,Graduate,Bus,Winter,Leisure,Online,No,No,No,No,High,High,Aware,0
4389,Male,27,<3 LPA,Student,Married,Delhi,Post-Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,Low,High,Aware,0
4390,Female,28,3-6 LPA,Salaried,Married,Bangalore,Post-Graduate,Train,Summer,Pilgrimage,Offline Agent,No,No,No,No,Medium,Medium,Aware,0
4391,Female,57,3-6 LPA,Student,Married,Ahmedabad,Doctorate,Bus,Winter,Leisure,Online,No,Yes,Yes,Yes,Medium,Medium,Not Aware,1
4392,Female,34,3-6 LPA,Self-Employed,Married,Hyderabad,High School,Own Vehicle,Summer,Business,Online,No,No,No,No,High,Low,Not Aware,0
4393,Female,32,3-6 LPA,Salaried,Single,Mumbai,Graduate,Own Vehicle,Summer,Leisure,Online,Yes,No,No,Yes,Medium,Medium,Aware,0
4394,Female,56,10-15 LPA,Salaried,Single,Hyderabad,Post-Graduate,Flight,Summer,Leisure,Offline Agent,Yes,No,No,No,High,Medium,Aware,1
4395,Female,60,6-10 LPA,Self-Employed,Married,Kolkata,Graduate,Bus,Monsoon,Leisure,Online,No,No,No,No,High,High,Aware,0
4396,Male,37,6-10 LPA,Salaried,Single,Mumbai,Post-Graduate,Train,Monsoon,Family Visit,Online,No,No,Yes,Yes,High,Medium,Aware,0
4397,Female,60,3-6 LPA,Salaried,Single,Kolkata,Graduate,Flight,Winter,Business,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
4398,Female,49,>15 LPA,Salaried,Married,Chennai,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,No,Yes,Yes,No,Low,Low,Aware,1
4399,Male,47,<3 LPA,Salaried,Single,Pune,Post-Graduate,Flight,Winter,Business,Direct Booking,No,No,No,Yes,High,Medium,Not Aware,1
4400,Male,21,10-15 LPA,Unemployed,Divorced,Delhi,Post-Graduate,Train,Summer,Family Visit,Online,No,No,Yes,No,High,High,Aware,1
4401,Female,54,>15 LPA,Student,Single,Ahmedabad,Post-Graduate,Own Vehicle,Monsoon,Leisure,Direct Booking,Yes,No,Yes,Yes,High,High,Aware,1
4402,Male,24,6-10 LPA,Self-Employed,Divorced,Chennai,Graduate,Own Vehicle,Summer,Pilgrimage,Offline Agent,No,Yes,No,No,Medium,Low,Aware,1
4403,Female,44,>15 LPA,Unemployed,Married,Kolkata,Graduate,Bus,Winter,Leisure,Online,No,No,No,Yes,Medium,Low,Aware,1
4404,Male,41,6-10 LPA,Self-Employed,Single,Delhi,High School,Own Vehicle,Summer,Family Visit,Online,No,No,No,No,High,Medium,Aware,0
4405,Female,53,3-6 LPA,Student,Married,Chennai,High School,Own Vehicle,Monsoon,Family Visit,Online,No,Yes,Yes,Yes,Low,High,Aware,1
4406,Male,27,3-6 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
4407,Male,21,3-6 LPA,Self-Employed,Married,Bangalore,Doctorate,Bus,Monsoon,Family Visit,Online,No,No,No,No,Medium,Medium,Aware,0
4408,Female,23,<3 LPA,Salaried,Married,Mumbai,Graduate,Bus,Monsoon,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,0
4409,Female,35,6-10 LPA,Salaried,Divorced,Delhi,Post-Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,No,No,Yes,No,Medium,Medium,Not Aware,0
4410,Female,51,3-6 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Train,Monsoon,Pilgrimage,Offline Agent,No,Yes,Yes,Yes,High,Medium,Aware,1
4411,Female,36,10-15 LPA,Salaried,Married,Ahmedabad,High School,Train,Summer,Business,Online,No,No,Yes,No,Low,Low,Aware,1
4412,Female,30,3-6 LPA,Salaried,Single,Mumbai,High School,Flight,Winter,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,0
4413,Male,49,3-6 LPA,Salaried,Married,Ahmedabad,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,No,No,Medium,Low,Aware,0
4414,Female,26,>15 LPA,Student,Single,Bangalore,Graduate,Own Vehicle,Monsoon,Business,Offline Agent,Yes,No,Yes,No,Medium,Medium,Not Aware,0
4415,Female,49,3-6 LPA,Salaried,Married,Ahmedabad,High School,Bus,Summer,Leisure,Online,No,No,Yes,No,Low,Low,Not Aware,0
4416,Male,37,6-10 LPA,Student,Single,Chennai,Post-Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,Low,Aware,0
4417,Male,42,10-15 LPA,Self-Employed,Single,Pune,High School,Train,Winter,Pilgrimage,Online,No,Yes,Yes,Yes,Low,Low,Aware,1
4418,Female,44,3-6 LPA,Self-Employed,Married,Pune,High School,Train,Monsoon,Family Visit,Online,No,No,Yes,No,Medium,Low,Not Aware,0
4419,Male,37,6-10 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Monsoon,Business,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
4420,Male,41,3-6 LPA,Unemployed,Married,Kolkata,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,No,Medium,Low,Not Aware,0
4421,Female,31,10-15 LPA,Salaried,Married,Mumbai,Post-Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Low,Not Aware,0
4422,Male,27,6-10 LPA,Self-Employed,Single,Kolkata,Doctorate,Flight,Monsoon,Leisure,Online,No,Yes,No,Yes,High,Medium,Aware,1
4423,Male,59,3-6 LPA,Self-Employed,Divorced,Chennai,Post-Graduate,Flight,Winter,Family Visit,Offline Agent,No,No,No,Yes,Medium,Medium,Aware,1
4424,Female,25,10-15 LPA,Salaried,Single,Ahmedabad,High School,Train,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
4425,Female,41,3-6 LPA,Salaried,Single,Kolkata,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,No,Low,Medium,Aware,0
4426,Male,38,10-15 LPA,Salaried,Married,Delhi,Graduate,Own Vehicle,Summer,Family Visit,Offline Agent,No,No,No,Yes,High,Low,Aware,1
4427,Male,55,10-15 LPA,Student,Married,Pune,High School,Bus,Monsoon,Family Visit,Online,No,Yes,No,Yes,Low,Medium,Not Aware,1
4428,Female,40,10-15 LPA,Student,Single,Mumbai,Graduate,Own Vehicle,Summer,Business,Online,Yes,Yes,Yes,No,Medium,Medium,Aware,1
4429,Male,35,10-15 LPA,Unemployed,Single,Pune,Graduate,Flight,Monsoon,Leisure,Offline Agent,No,Yes,Yes,No,High,Low,Aware,1
4430,Male,25,3-6 LPA,Salaried,Married,Mumbai,Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,No,Yes,No,High,High,Not Aware,0
4431,Male,33,>15 LPA,Salaried,Married,Ahmedabad,High School,Own Vehicle,Winter,Leisure,Online,No,No,No,No,High,Low,Aware,1
4432,Female,32,3-6 LPA,Salaried,Married,Pune,Doctorate,Bus,Winter,Pilgrimage,Direct Booking,No,No,No,No,Medium,High,Not Aware,0
4433,Male,41,6-10 LPA,Unemployed,Divorced,Ahmedabad,Post-Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,No,Medium,High,Aware,0
4434,Male,57,<3 LPA,Salaried,Single,Delhi,Graduate,Flight,Monsoon,Business,Online,No,Yes,Yes,Yes,Medium,Medium,Aware,1
4435,Female,26,>15 LPA,Salaried,Married,Bangalore,Post-Graduate,Bus,Summer,Leisure,Online,No,Yes,Yes,No,Medium,High,Not Aware,1
4436,Male,27,6-10 LPA,Unemployed,Single,Chennai,Post-Graduate,Bus,Summer,Family Visit,Direct Booking,Yes,No,Yes,No,Medium,High,Not Aware,0
4437,Male,46,10-15 LPA,Self-Employed,Single,Kolkata,Post-Graduate,Own Vehicle,Winter,Leisure,Online,No,No,No,No,Low,Medium,Not Aware,0
4438,Female,28,<3 LPA,Self-Employed,Single,Kolkata,Graduate,Bus,Summer,Leisure,Direct Booking,No,No,Yes,Yes,High,Medium,Aware,0
4439,Female,29,10-15 LPA,Salaried,Married,Mumbai,Graduate,Train,Winter,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
4440,Female,47,10-15 LPA,Salaried,Single,Chennai,Graduate,Flight,Winter,Leisure,Online,No,No,Yes,No,High,Medium,Not Aware,0
4441,Female,24,6-10 LPA,Unemployed,Married,Kolkata,Graduate,Flight,Summer,Business,Online,No,No,No,No,High,High,Aware,0
4442,Male,41,3-6 LPA,Self-Employed,Divorced,Hyderabad,Post-Graduate,Bus,Monsoon,Business,Offline Agent,No,No,Yes,Yes,Low,High,Aware,0
4443,Male,51,3-6 LPA,Salaried,Married,Chennai,Post-Graduate,Flight,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Low,Aware,1
4444,Female,41,<3 LPA,Salaried,Single,Chennai,Graduate,Train,Monsoon,Business,Online,No,No,No,No,High,Medium,Not Aware,0
4445,Female,60,3-6 LPA,Salaried,Single,Pune,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,0
4446,Male,45,3-6 LPA,Self-Employed,Married,Kolkata,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,No,Low,High,Not Aware,0
4447,Female,59,3-6 LPA,Salaried,Single,Pune,Post-Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
4448,Male,35,<3 LPA,Self-Employed,Divorced,Delhi,High School,Bus,Winter,Family Visit,Online,No,Yes,Yes,No,Medium,Medium,Not Aware,1
4449,Female,55,3-6 LPA,Self-Employed,Divorced,Pune,Post-Graduate,Flight,Winter,Leisure,Online,No,No,No,No,High,High,Aware,0
4450,Male,57,<3 LPA,Student,Married,Ahmedabad,Graduate,Flight,Summer,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,1
4451,Female,48,>15 LPA,Salaried,Single,Kolkata,High School,Train,Summer,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
4452,Female,34,6-10 LPA,Student,Divorced,Chennai,Post-Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,0
4453,Male,24,3-6 LPA,Self-Employed,Married,Pune,Graduate,Own Vehicle,Summer,Leisure,Direct Booking,No,Yes,No,Yes,Medium,Medium,Aware,1
4454,Female,40,6-10 LPA,Salaried,Married,Kolkata,Post-Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,No,High,Medium,Not Aware,0
4455,Male,54,6-10 LPA,Unemployed,Single,Ahmedabad,High School,Train,Winter,Leisure,Offline Agent,No,No,Yes,No,High,Medium,Aware,0
4456,Male,32,>15 LPA,Salaried,Married,Kolkata,Doctorate,Own Vehicle,Monsoon,Leisure,Online,No,Yes,No,No,Medium,Low,Not Aware,1
4457,Male,53,<3 LPA,Self-Employed,Divorced,Bangalore,Post-Graduate,Flight,Summer,Family Visit,Online,Yes,No,Yes,Yes,Low,Medium,Not Aware,1
4458,Male,44,3-6 LPA,Salaried,Single,Ahmedabad,Graduate,Bus,Summer,Pilgrimage,Offline Agent,Yes,Yes,No,No,Medium,High,Not Aware,1
4459,Male,40,>15 LPA,Self-Employed,Married,Chennai,Post-Graduate,Own Vehicle,Winter,Leisure,Offline Agent,No,No,Yes,No,Medium,Low,Aware,1
4460,Female,25,3-6 LPA,Self-Employed,Single,Hyderabad,High School,Train,Monsoon,Leisure,Online,No,No,No,No,High,Medium,Aware,0
4461,Female,58,<3 LPA,Salaried,Divorced,Kolkata,Graduate,Flight,Summer,Business,Online,No,No,No,No,Low,Low,Not Aware,0
4462,Male,50,<3 LPA,Self-Employed,Married,Chennai,High School,Own Vehicle,Summer,Leisure,Online,Yes,No,Yes,No,Medium,Low,Aware,0
4463,Female,44,<3 LPA,Self-Employed,Single,Kolkata,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,0
4464,Male,60,>15 LPA,Student,Single,Delhi,Doctorate,Flight,Summer,Leisure,Offline Agent,No,Yes,No,Yes,Low,High,Not Aware,1
4465,Female,27,3-6 LPA,Salaried,Married,Hyderabad,High School,Train,Summer,Leisure,Direct Booking,No,No,Yes,Yes,Medium,Medium,Aware,0
4466,Female,56,>15 LPA,Salaried,Single,Delhi,Graduate,Bus,Winter,Family Visit,Online,No,Yes,Yes,No,High,Medium,Aware,1
4467,Female,58,>15 LPA,Self-Employed,Married,Kolkata,High School,Flight,Monsoon,Leisure,Online,No,No,Yes,No,Medium,High,Not Aware,0
4468,Female,36,6-10 LPA,Salaried,Single,Bangalore,Graduate,Bus,Summer,Leisure,Offline Agent,No,Yes,Yes,Yes,Low,Low,Aware,1
4469,Male,35,<3 LPA,Self-Employed,Single,Pune,Graduate,Own Vehicle,Winter,Family Visit,Offline Agent,No,No,Yes,No,High,High,Aware,0
4470,Male,43,<3 LPA,Salaried,Married,Bangalore,Graduate,Flight,Winter,Leisure,Online,No,Yes,Yes,Yes,Low,High,Aware,1
4471,Female,32,3-6 LPA,Salaried,Married,Delhi,Graduate,Own Vehicle,Monsoon,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,0
4472,Female,49,3-6 LPA,Student,Married,Pune,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,No,Low,Low,Not Aware,0
4473,Male,35,6-10 LPA,Student,Married,Bangalore,Post-Graduate,Own Vehicle,Winter,Business,Online,Yes,No,Yes,Yes,Medium,Medium,Not Aware,0
4474,Female,49,3-6 LPA,Self-Employed,Married,Kolkata,Post-Graduate,Own Vehicle,Winter,Family Visit,Online,No,Yes,Yes,No,High,Medium,Not Aware,1
4475,Male,41,>15 LPA,Student,Married,Ahmedabad,Post-Graduate,Own Vehicle,Winter,Leisure,Online,No,Yes,No,Yes,High,High,Aware,1
4476,Male,35,6-10 LPA,Student,Single,Delhi,High School,Train,Summer,Leisure,Online,No,No,Yes,No,Low,High,Aware,0
4477,Male,34,6-10 LPA,Self-Employed,Single,Pune,Graduate,Own Vehicle,Summer,Family Visit,Online,Yes,No,Yes,No,Medium,Medium,Not Aware,0
4478,Female,36,10-15 LPA,Unemployed,Single,Mumbai,Graduate,Flight,Summer,Leisure,Online,No,No,Yes,No,Low,Low,Aware,1
4479,Male,35,<3 LPA,Self-Employed,Married,Chennai,Doctorate,Bus,Summer,Leisure,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
4480,Female,24,3-6 LPA,Self-Employed,Married,Mumbai,Graduate,Flight,Monsoon,Pilgrimage,Offline Agent,No,Yes,Yes,No,High,High,Aware,1
4481,Male,47,<3 LPA,Salaried,Married,Ahmedabad,Graduate,Flight,Summer,Family Visit,Online,Yes,No,Yes,Yes,Medium,Medium,Not Aware,1
4482,Female,43,<3 LPA,Unemployed,Married,Bangalore,Post-Graduate,Train,Winter,Leisure,Offline Agent,No,Yes,No,No,Medium,High,Not Aware,1
4483,Female,49,6-10 LPA,Salaried,Single,Delhi,High School,Own Vehicle,Summer,Business,Offline Agent,No,No,No,Yes,Medium,Medium,Aware,0
4484,Female,29,3-6 LPA,Salaried,Married,Delhi,Post-Graduate,Bus,Monsoon,Leisure,Direct Booking,No,No,Yes,No,Medium,High,Aware,0
4485,Male,27,3-6 LPA,Salaried,Single,Pune,Doctorate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,0
4486,Male,24,>15 LPA,Salaried,Married,Kolkata,Doctorate,Own Vehicle,Summer,Leisure,Online,No,No,Yes,No,High,Medium,Aware,1
4487,Female,25,<3 LPA,Salaried,Married,Ahmedabad,High School,Bus,Summer,Business,Online,No,No,Yes,No,Low,Medium,Not Aware,0
4488,Female,25,6-10 LPA,Student,Married,Delhi,Graduate,Train,Winter,Leisure,Online,Yes,No,No,No,Medium,High,Not Aware,0
4489,Female,31,<3 LPA,Self-Employed,Married,Delhi,Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
4490,Male,48,3-6 LPA,Salaried,Married,Ahmedabad,High School,Bus,Winter,Leisure,Offline Agent,Yes,No,Yes,No,High,High,Aware,0
4491,Male,36,6-10 LPA,Student,Married,Chennai,Graduate,Flight,Monsoon,Family Visit,Online,Yes,No,Yes,No,Medium,Low,Aware,0
4492,Male,50,>15 LPA,Self-Employed,Single,Hyderabad,Graduate,Bus,Monsoon,Family Visit,Online,Yes,No,No,Yes,High,Low,Not Aware,0
4493,Male,24,3-6 LPA,Self-Employed,Single,Pune,Graduate,Flight,Monsoon,Business,Offline Agent,No,Yes,Yes,Yes,Medium,High,Not Aware,1
4494,Female,22,<3 LPA,Salaried,Divorced,Ahmedabad,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
4495,Female,23,3-6 LPA,Student,Divorced,Ahmedabad,High School,Flight,Summer,Pilgrimage,Offline Agent,Yes,No,No,No,High,High,Not Aware,0
4496,Male,41,<3 LPA,Salaried,Married,Mumbai,Doctorate,Flight,Winter,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,0
4497,Male,26,3-6 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Train,Summer,Business,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
4498,Female,38,6-10 LPA,Salaried,Married,Bangalore,Post-Graduate,Train,Summer,Business,Online,No,No,Yes,No,High,Medium,Aware,0
4499,Male,25,<3 LPA,Student,Single,Delhi,High School,Own Vehicle,Winter,Leisure,Online,No,No,No,Yes,Medium,High,Aware,0
4500,Male,29,3-6 LPA,Self-Employed,Single,Mumbai,Graduate,Train,Monsoon,Leisure,Online,No,No,No,Yes,Medium,High,Aware,0
4501,Male,40,6-10 LPA,Salaried,Married,Hyderabad,High School,Own Vehicle,Winter,Leisure,Direct Booking,No,No,Yes,No,Medium,Low,Not Aware,0
4502,Male,48,3-6 LPA,Salaried,Single,Mumbai,Graduate,Train,Summer,Leisure,Online,Yes,No,Yes,No,High,Medium,Aware,0
4503,Male,46,<3 LPA,Self-Employed,Single,Bangalore,Graduate,Flight,Winter,Family Visit,Offline Agent,No,Yes,No,Yes,Low,Medium,Not Aware,1
4504,Male,38,>15 LPA,Self-Employed,Married,Pune,Post-Graduate,Own Vehicle,Winter,Business,Online,No,No,No,No,Medium,Medium,Aware,1
4505,Female,39,3-6 LPA,Salaried,Single,Delhi,Graduate,Flight,Summer,Leisure,Offline Agent,No,No,Yes,No,High,Low,Aware,0
4506,Male,23,10-15 LPA,Student,Divorced,Pune,High School,Bus,Winter,Business,Online,No,Yes,No,No,Medium,Low,Not Aware,1
4507,Male,29,3-6 LPA,Unemployed,Divorced,Pune,Post-Graduate,Own Vehicle,Monsoon,Family Visit,Online,Yes,No,Yes,No,Medium,Low,Aware,0
